User_ID,Account_Age,Email_Verified,Phone_Verified,Total_Products_Ordered,Return_Attempts,Successful_Returns,Complaints_Raised,Complaints_Refuted,Frequent_Location,Total_Reviews_Written,Legitimacy_Score,Normalized_Legitimacy_Score
U2725,1,True,False,134,18,13,9,12,West Hollyfort,61,162,0.5378151260504201
U2726,1,True,False,177,15,8,3,9,New Victorburgh,33,219,0.6176470588235294
U2727,7,False,True,169,7,12,13,8,Tammyfort,87,258,0.6722689075630253
U2728,2,True,True,41,14,17,7,3,Millerfort,28,42,0.3697478991596639
U2729,6,False,True,76,4,4,1,5,East Robert,29,183,0.5672268907563025
U2730,5,False,True,126,9,4,16,7,Blakefort,56,120,0.4789915966386555
U2731,6,True,True,59,13,13,5,3,West Lisaside,68,181,0.5644257703081232
U2732,8,True,False,4,9,4,12,10,Port Michele,56,59,0.39355742296918766
U2733,1,True,False,47,4,0,6,4,New Lisatown,88,215,0.6120448179271709
U2734,2,True,False,82,11,13,12,13,North Jason,41,82,0.4257703081232493
U2735,8,False,False,28,13,8,6,19,Port Alexander,34,66,0.40336134453781514
U2736,3,False,False,22,12,5,2,2,Port Nicoleville,39,26,0.3473389355742297
U2737,9,False,False,166,5,19,16,18,Johnborough,46,143,0.511204481792717
U2738,6,True,True,81,1,4,0,14,Riverastad,0,250,0.6610644257703081
U2739,4,True,False,109,17,7,3,11,Brendahaven,88,269,0.6876750700280112
U2740,8,True,False,195,11,3,4,7,Nelsonburgh,66,327,0.7689075630252101
U2741,4,True,True,89,8,17,11,1,Lake Devonbury,27,72,0.4117647058823529
U2742,5,True,False,169,11,6,14,15,South Kimberly,1,99,0.4495798319327731
U2743,4,False,True,5,0,16,5,4,Kevinstad,36,73,0.41316526610644255
U2744,6,False,False,192,12,3,2,2,West Stephanie,54,236,0.6414565826330533
U2745,7,True,False,79,10,2,7,13,Jacobbury,16,116,0.4733893557422969
U2746,7,True,True,35,9,11,10,10,Thomasburgh,51,134,0.49859943977591037
U2747,1,False,False,89,11,4,9,17,Lake Nicole,88,199,0.5896358543417367
U2748,5,False,True,71,14,12,10,19,Frankside,19,70,0.40896358543417366
U2749,1,True,True,135,1,12,1,14,Lake Erica,14,296,0.7254901960784313
U2750,1,False,True,12,19,9,3,19,Carolynton,38,92,0.43977591036414565
U2751,8,True,False,19,4,0,17,1,North Michaelland,33,-34,0.26330532212885155
U2752,7,False,False,158,8,17,6,19,Lake Stephaniechester,54,241,0.6484593837535014
U2753,9,True,True,167,15,8,19,10,Port Matthewland,42,138,0.5042016806722689
U2754,1,False,False,123,8,12,2,10,Lake Abigail,2,95,0.44397759103641454
U2755,9,False,True,123,15,2,18,1,Leahside,21,-21,0.2815126050420168
U2756,6,True,False,197,13,15,2,9,West Rachel,10,209,0.603641456582633
U2757,4,False,True,45,17,1,13,8,South Norma,53,32,0.3557422969187675
U2758,2,False,True,143,14,8,16,16,Christinaland,6,43,0.3711484593837535
U2759,3,True,True,16,9,4,11,1,Anthonytown,2,-32,0.2661064425770308
U2760,1,False,True,44,17,11,1,11,New Heather,10,54,0.3865546218487395
U2761,4,False,True,123,14,9,17,19,Mccarthyfort,37,92,0.43977591036414565
U2762,8,True,False,122,4,5,10,3,Joshuahaven,46,165,0.542016806722689
U2763,4,True,False,74,13,4,13,1,Kimview,37,8,0.32212885154061627
U2764,2,True,False,48,4,2,16,14,New Brentside,1,-10,0.2969187675070028
U2765,2,False,True,67,14,5,4,14,Davisfurt,67,205,0.5980392156862745
U2766,7,True,True,42,11,10,7,4,Dominguezville,7,45,0.3739495798319328
U2767,5,False,False,198,0,9,14,5,Blackwellport,35,145,0.5140056022408963
U2768,3,True,False,48,19,9,1,13,South James,8,62,0.39775910364145656
U2769,6,False,True,108,6,5,15,12,Gentryborough,4,48,0.37815126050420167
U2770,3,True,False,160,11,4,7,15,Daltonbury,14,186,0.5714285714285714
U2771,2,True,False,160,2,8,3,6,East Angela,3,194,0.5826330532212886
U2772,3,False,True,121,11,14,0,9,Morachester,72,283,0.7072829131652661
U2773,7,False,False,78,2,6,15,3,Lake James,64,63,0.39915966386554624
U2774,4,True,False,127,13,4,1,10,Port Melissa,64,280,0.7030812324929971
U2775,9,False,False,143,0,13,5,0,Henryborough,0,85,0.42997198879551823
U2776,4,True,True,16,2,9,2,16,Williamsview,53,262,0.6778711484593838
U2777,4,False,True,182,3,3,12,14,Marshport,85,339,0.7857142857142857
U2778,3,False,False,125,2,12,7,8,Rodriguezfort,1,69,0.40756302521008403
U2779,6,False,False,124,15,1,6,16,North Patrickborough,72,223,0.623249299719888
U2780,2,True,True,160,1,19,15,6,Christopherstad,37,175,0.5560224089635855
U2781,1,False,False,70,15,0,1,7,South Daniel,4,30,0.35294117647058826
U2782,9,True,False,68,3,18,11,13,West Michelle,5,50,0.38095238095238093
U2783,8,True,False,194,11,15,4,15,Jonesmouth,39,288,0.7142857142857143
U2784,1,True,False,54,7,0,19,0,East Tanyamouth,28,-63,0.22268907563025211
U2785,7,True,True,75,12,0,18,12,East Larry,11,31,0.3543417366946779
U2786,8,True,False,11,0,7,8,3,Allisonshire,42,82,0.4257703081232493
U2787,6,False,True,50,9,12,4,12,New Collinstad,39,141,0.5084033613445378
U2788,2,True,True,33,9,11,7,1,Snowton,13,31,0.3543417366946779
U2789,1,True,False,41,4,19,17,12,Jamesview,50,25,0.34593837535014005
U2790,8,False,False,162,3,16,18,0,Fieldsburgh,69,89,0.43557422969187676
U2791,8,False,False,86,19,11,4,19,Glovermouth,13,66,0.40336134453781514
U2792,6,False,True,73,1,15,13,18,Waltershire,26,112,0.4677871148459384
U2793,7,True,True,8,13,15,14,14,Cisnerosside,20,-3,0.3067226890756303
U2794,5,False,False,163,12,8,14,17,Howeview,33,108,0.46218487394957986
U2795,9,True,True,105,12,2,6,6,Dianaberg,74,277,0.6988795518207283
U2796,1,False,True,29,8,1,15,18,New Sarahchester,45,69,0.40756302521008403
U2797,9,True,False,168,11,14,9,6,Lake Steven,4,101,0.4523809523809524
U2798,7,True,True,48,7,12,16,8,Lake Laurie,89,161,0.5364145658263305
U2799,5,False,True,161,5,3,3,14,Diazchester,31,292,0.7198879551820728
U2800,1,True,True,106,2,12,11,6,New Cynthia,56,206,0.5994397759103641
U2801,7,False,True,30,10,19,17,11,Schneiderville,97,85,0.42997198879551823
U2802,5,False,True,189,3,11,15,8,North Johnathanview,80,262,0.6778711484593838
U2803,4,True,False,172,10,4,5,11,West Oliviaborough,83,343,0.7913165266106442
U2804,4,False,True,57,2,3,18,16,West Lorimouth,95,189,0.5756302521008403
U2805,6,False,True,54,14,17,4,5,Aliciaview,36,69,0.40756302521008403
U2806,2,False,False,69,1,16,2,19,Josephport,29,169,0.5476190476190477
U2807,7,False,True,146,11,10,6,7,East Tracey,40,190,0.5770308123249299
U2808,7,False,False,31,7,13,2,7,Lake Connie,20,39,0.36554621848739494
U2809,2,True,False,76,8,0,18,17,North Lisaborough,38,71,0.4103641456582633
U2810,8,False,False,8,16,15,11,12,South Jonathanburgh,67,-2,0.3081232492997199
U2811,5,True,True,44,5,6,12,1,North Jamiechester,45,92,0.43977591036414565
U2812,4,False,True,195,6,5,9,11,West Josephhaven,25,228,0.6302521008403361
U2813,3,True,True,34,17,7,8,19,North John,29,114,0.47058823529411764
U2814,2,True,False,61,18,19,1,12,Kristamouth,83,203,0.5952380952380952
U2815,3,True,True,39,12,15,1,9,East Frank,60,210,0.6050420168067226
U2816,7,False,False,67,8,3,9,6,Port Codyton,77,129,0.49159663865546216
U2817,4,True,False,112,0,8,4,0,Donaldview,75,264,0.680672268907563
U2818,7,False,False,140,8,17,8,3,West Anthonyside,96,207,0.6008403361344538
U2819,9,False,True,185,14,14,17,6,Morrowberg,56,127,0.4887955182072829
U2820,2,True,True,131,12,4,11,12,North Sandra,58,233,0.6372549019607843
U2821,4,True,True,101,14,0,10,6,Lake Madisonton,93,255,0.6680672268907563
U2822,5,True,False,6,15,15,15,19,North Jordanburgh,13,-68,0.21568627450980393
U2823,8,True,False,125,0,1,15,17,Payneport,74,272,0.6918767507002801
U2824,7,True,False,15,1,13,18,3,North Matthewville,84,51,0.38235294117647056
U2825,8,False,False,145,1,16,2,10,East Davidland,7,168,0.5462184873949579
U2826,2,True,False,182,17,7,16,3,Port Georgeland,32,56,0.38935574229691877
U2827,7,True,False,40,8,3,2,6,South Christinatown,37,142,0.5098039215686274
U2828,1,False,False,118,12,15,10,15,East Nancytown,95,195,0.5840336134453782
U2829,7,False,False,166,13,3,19,9,East Emma,30,24,0.3445378151260504
U2830,7,False,True,179,7,3,19,13,Matthewburgh,29,135,0.5
U2831,8,False,True,26,4,1,2,17,Hughesburgh,50,235,0.6400560224089635
U2832,6,True,True,164,8,6,18,7,Reedmouth,69,217,0.6148459383753502
U2833,9,True,True,94,9,0,9,17,New Dannyshire,52,266,0.6834733893557423
U2834,3,True,False,37,5,7,18,10,Amberville,69,62,0.39775910364145656
U2835,3,False,False,154,9,6,14,13,Lake Mistyside,53,134,0.49859943977591037
U2836,4,True,False,147,12,11,3,19,North Mary,94,376,0.8375350140056023
U2837,3,False,False,24,5,12,6,15,West Meganshire,6,8,0.32212885154061627
U2838,3,True,True,18,17,0,11,18,Michaeltown,97,213,0.6092436974789915
U2839,7,True,False,191,1,9,1,6,West Barbarachester,49,350,0.8011204481792717
U2840,5,True,False,45,8,17,11,5,New Amyburgh,36,18,0.33613445378151263
U2841,3,True,False,125,14,3,14,15,Kimberlyberg,8,56,0.38935574229691877
U2842,8,False,False,88,2,8,18,8,West Toni,32,2,0.3137254901960784
U2843,6,True,True,47,17,3,0,19,Kennethmouth,15,193,0.5812324929971989
U2844,6,True,False,90,17,5,3,1,Garciashire,59,150,0.5210084033613446
U2845,6,False,True,21,14,5,14,2,Nicolasview,38,-51,0.23949579831932774
U2846,6,False,False,19,12,8,15,17,Snyderchester,35,-40,0.2549019607843137
U2847,5,False,False,118,6,16,18,8,Frazierfort,15,-44,0.24929971988795518
U2848,7,True,True,38,1,11,10,6,Port Dale,12,79,0.4215686274509804
U2849,4,False,True,167,2,11,15,11,Gibsonside,85,268,0.6862745098039216
U2850,5,False,True,72,10,2,5,9,South Samuelbury,58,189,0.5756302521008403
U2851,7,True,True,4,6,9,4,17,Turnerview,17,149,0.5196078431372549
U2852,5,False,True,135,9,10,11,11,Stokesborough,48,171,0.5504201680672269
U2853,7,False,False,118,17,1,9,7,New Andrea,62,114,0.47058823529411764
U2854,7,False,True,176,6,16,15,17,Robertsmouth,57,227,0.6288515406162465
U2855,9,False,False,3,5,0,0,19,Courtneyshire,28,147,0.5168067226890757
U2856,5,True,True,60,16,15,15,10,South Robertfort,73,106,0.45938375350140054
U2857,2,True,False,74,10,19,12,7,Leahmouth,10,-25,0.2759103641456583
U2858,5,True,True,197,11,19,10,9,Vasquezshire,86,331,0.7745098039215687
U2859,8,True,False,2,15,9,13,3,South Gloriaville,2,-136,0.12044817927170869
U2860,4,False,False,29,18,6,1,3,Rickyland,49,38,0.3641456582633053
U2861,1,False,False,16,0,8,6,19,Laurastad,62,161,0.5364145658263305
U2862,4,False,True,56,14,1,15,1,Michaelmouth,74,45,0.3739495798319328
U2863,8,True,False,155,4,15,8,16,Goldenshire,96,363,0.819327731092437
U2864,7,True,False,105,5,12,10,9,North Christopher,27,119,0.47759103641456585
U2865,5,False,False,110,19,6,17,7,Fergusontown,24,-74,0.20728291316526612
U2866,9,True,True,11,15,18,16,0,Charlesborough,93,44,0.37254901960784315
U2867,7,True,False,196,0,10,12,4,Port Tamaraburgh,66,272,0.6918767507002801
U2868,3,False,False,170,17,17,3,0,North Angela,45,117,0.47478991596638653
U2869,8,False,False,73,10,5,4,2,West Jamesmouth,5,9,0.3235294117647059
U2870,3,True,False,139,3,4,3,11,Moorebury,56,309,0.7436974789915967
U2871,7,True,True,78,13,16,7,18,Terrellville,2,119,0.47759103641456585
U2872,1,True,False,59,9,16,9,7,Crossstad,74,127,0.4887955182072829
U2873,3,False,True,157,19,6,6,2,South Andre,47,150,0.5210084033613446
U2874,9,True,True,135,15,0,17,6,Waltersshire,97,232,0.6358543417366946
U2875,7,False,False,101,19,13,1,10,New Aaronstad,68,170,0.5490196078431373
U2876,9,False,True,2,7,16,4,17,Jacksonhaven,13,74,0.41456582633053224
U2877,7,True,True,101,16,12,9,4,West Mariahside,39,119,0.47759103641456585
U2878,9,False,True,190,13,2,0,13,Powersbury,26,306,0.7394957983193278
U2879,8,False,False,194,8,17,11,3,East Shawnport,22,85,0.42997198879551823
U2880,9,True,True,44,5,2,15,3,Brandistad,25,48,0.37815126050420167
U2881,2,True,True,123,19,6,13,8,Phillipsmouth,36,102,0.453781512605042
U2882,6,False,False,84,14,6,14,17,Goldenview,28,15,0.3319327731092437
U2883,6,True,False,18,15,18,10,1,North Justin,7,-112,0.15406162464985995
U2884,1,True,True,8,10,17,14,11,North Brittneyside,31,3,0.31512605042016806
U2885,2,True,False,187,7,9,12,9,Ericport,62,237,0.6428571428571429
U2886,4,False,False,12,19,8,4,5,North April,30,-46,0.24649859943977592
U2887,7,False,False,131,18,8,8,12,Colemanbury,26,71,0.4103641456582633
U2888,6,True,True,113,10,19,11,6,East Alan,65,187,0.572829131652661
U2889,2,False,False,136,10,14,6,17,Lake Andrew,93,273,0.6932773109243697
U2890,6,False,True,193,7,15,17,4,East Roberttown,23,86,0.43137254901960786
U2891,2,True,False,149,0,11,5,11,New Christinaland,98,382,0.84593837535014
U2892,4,False,False,57,18,4,2,9,Monicaburgh,24,40,0.36694677871148457
U2893,3,False,False,83,10,12,14,8,West Makayla,19,-47,0.24509803921568626
U2894,8,True,True,131,4,6,5,15,Martinchester,72,384,0.8487394957983193
U2895,2,True,True,119,2,3,16,1,South Yolanda,13,78,0.42016806722689076
U2896,8,True,True,195,6,11,13,6,North Lisa,48,255,0.6680672268907563
U2897,6,True,False,142,19,10,3,7,Lake Christine,1,96,0.44537815126050423
U2898,5,True,False,125,1,6,3,9,Hendersonmouth,28,239,0.6456582633053222
U2899,8,False,True,128,15,9,18,18,Angiehaven,67,145,0.5140056022408963
U2900,4,False,True,2,10,16,18,19,Port Carlos,11,-85,0.19187675070028012
U2901,7,True,False,81,14,19,4,2,Romerohaven,96,199,0.5896358543417367
U2902,7,False,True,137,12,19,14,3,Robertchester,60,98,0.4481792717086835
U2903,7,True,True,171,10,11,17,13,Robertmouth,52,212,0.6078431372549019
U2904,1,False,False,47,5,14,4,1,Port Billy,52,65,0.4019607843137255
U2905,8,False,False,112,15,11,15,0,West Kimberly,96,73,0.41316526610644255
U2906,8,False,True,42,0,6,9,6,Christinashire,55,146,0.5154061624649859
U2907,2,False,False,171,17,18,4,15,Daniellemouth,48,185,0.5700280112044818
U2908,2,True,True,181,14,6,12,12,Jasonbury,96,335,0.7801120448179272
U2909,6,False,True,50,11,8,10,19,Carlymouth,76,188,0.5742296918767507
U2910,9,True,True,15,10,11,17,19,New Judithtown,93,172,0.5518207282913166
U2911,8,False,False,64,7,7,14,7,Rickburgh,73,72,0.4117647058823529
U2912,6,False,False,105,11,11,9,15,Mcguireview,8,41,0.36834733893557425
U2913,4,False,True,50,11,16,6,5,Wilkinsview,45,76,0.4173669467787115
U2914,5,True,False,141,15,10,6,2,North Louis,1,58,0.39215686274509803
U2915,1,True,False,134,9,5,18,6,Williamston,57,95,0.44397759103641454
U2916,9,True,True,109,19,8,8,5,New Julieview,65,191,0.5784313725490197
U2917,8,True,True,80,10,11,2,9,Tammychester,49,247,0.6568627450980392
U2918,5,False,False,70,14,0,0,4,West Dustinchester,66,162,0.5378151260504201
U2919,5,True,False,41,13,12,6,1,Reginaldfort,38,33,0.35714285714285715
U2920,1,True,False,133,4,7,10,2,South Jamie,18,97,0.44677871148459386
U2921,6,False,True,111,3,7,16,0,South Derek,48,80,0.42296918767507
U2922,7,True,False,195,3,17,6,12,New Chelseaburgh,74,358,0.8123249299719888
U2923,3,True,True,93,17,14,3,17,Coreytown,70,281,0.7044817927170869
U2924,6,False,False,108,8,0,9,15,New Charles,6,77,0.41876750700280113
U2925,3,True,True,168,19,5,1,17,North Sarah,80,404,0.876750700280112
U2926,8,True,False,150,4,2,3,12,East Michael,39,300,0.7310924369747899
U2927,1,False,True,101,10,14,6,15,Fuentestown,67,224,0.6246498599439776
U2928,8,False,False,175,5,15,3,0,Adrianfort,38,182,0.5658263305322129
U2929,1,True,False,65,3,17,4,4,Hammondstad,49,146,0.5154061624649859
U2930,4,True,False,143,6,18,10,1,Lake Joefurt,79,198,0.5882352941176471
U2931,2,True,False,107,12,14,17,4,West Jonathanport,29,-19,0.28431372549019607
U2932,7,False,False,42,18,15,14,3,Anthonyport,48,-93,0.18067226890756302
U2933,8,True,False,112,7,10,7,6,South Kristine,35,153,0.5252100840336135
U2934,1,True,False,130,13,0,4,13,East James,53,248,0.6582633053221288
U2935,6,False,False,180,12,17,11,3,Gonzalezmouth,65,133,0.49719887955182074
U2936,6,True,True,95,0,0,13,15,East Veronica,24,200,0.5910364145658263
U2937,5,True,True,128,0,15,12,16,West Paul,68,304,0.7366946778711485
U2938,8,True,False,186,4,1,15,17,Port Michael,71,307,0.7408963585434174
U2939,1,True,False,168,9,7,10,8,Kennedyfort,16,133,0.49719887955182074
U2940,2,True,False,170,11,2,16,13,New Marcusport,55,180,0.5630252100840336
U2941,4,True,True,79,8,0,13,3,Port Robertberg,56,144,0.5126050420168067
U2942,8,True,True,156,14,10,15,0,Hendersonmouth,49,130,0.49299719887955185
U2943,8,False,True,156,4,2,15,0,Hunterburgh,56,160,0.5350140056022409
U2944,4,False,True,174,19,17,5,2,East Maryside,84,231,0.634453781512605
U2945,7,False,False,197,12,4,12,12,Robertton,31,145,0.5140056022408963
U2946,1,False,False,71,6,10,8,2,North Timothy,36,25,0.34593837535014005
U2947,9,True,False,144,0,13,14,5,Brittanyside,23,117,0.47478991596638653
U2948,7,False,True,193,10,10,5,10,Jenniferland,62,311,0.7464985994397759
U2949,9,True,False,116,13,9,15,0,South Sydneyburgh,95,141,0.5084033613445378
U2950,4,False,False,53,0,0,19,5,Feliciaville,82,60,0.3949579831932773
U2951,7,True,False,120,16,18,0,3,North Allison,92,267,0.6848739495798319
U2952,8,True,False,106,11,14,10,1,Oliviatown,36,66,0.40336134453781514
U2953,6,False,True,180,12,16,12,8,Sandovalland,58,186,0.5714285714285714
U2954,1,False,True,59,12,14,8,11,Hernandezland,50,98,0.4481792717086835
U2955,6,False,False,44,11,3,16,10,North Dominicberg,67,19,0.33753501400560226
U2956,6,True,False,62,9,10,6,1,West Angelaview,14,32,0.3557422969187675
U2957,2,True,True,68,14,15,2,9,Lake Thomasfurt,4,105,0.4579831932773109
U2958,2,False,True,150,5,8,4,5,Kevinchester,25,198,0.5882352941176471
U2959,6,True,False,17,17,16,5,19,North Rachel,56,119,0.47759103641456585
U2960,7,False,False,96,17,5,16,3,Newmanchester,80,30,0.35294117647058826
U2961,7,False,False,3,3,2,8,5,Lake Crystal,10,-37,0.25910364145658266
U2962,4,True,True,74,16,9,5,10,Patrickshire,64,212,0.6078431372549019
U2963,1,True,True,46,18,1,17,19,Ellisbury,94,169,0.5476190476190477
U2964,5,True,False,46,0,3,17,6,Kaylaville,42,44,0.37254901960784315
U2965,2,False,True,108,9,0,7,6,Johnsonmouth,91,259,0.6736694677871149
U2966,7,True,False,112,12,13,11,14,Cynthialand,92,234,0.6386554621848739
U2967,4,True,False,37,8,9,19,16,East Heidi,59,45,0.3739495798319328
U2968,2,True,False,118,12,10,10,19,East Cassandra,51,189,0.5756302521008403
U2969,9,False,True,142,9,7,5,10,Port Josephchester,96,343,0.7913165266106442
U2970,4,True,False,25,11,12,11,2,Port Hollybury,52,8,0.32212885154061627
U2971,7,False,False,110,16,1,0,7,Yorkfurt,92,261,0.6764705882352942
U2972,9,False,True,59,17,17,15,15,Bettyville,48,29,0.35154061624649857
U2973,4,False,True,129,14,14,5,18,New Angelaberg,70,269,0.6876750700280112
U2974,8,True,False,163,10,17,16,13,Ericburgh,25,100,0.45098039215686275
U2975,5,True,True,92,0,5,5,8,Perkinschester,56,294,0.7226890756302521
U2976,7,True,False,35,9,10,12,7,East Travis,24,-3,0.3067226890756303
U2977,9,False,False,43,8,12,6,1,Samanthafurt,68,78,0.42016806722689076
U2978,7,True,True,104,18,1,8,2,East Christopher,29,114,0.47058823529411764
U2979,7,False,True,84,0,18,15,15,Smithfort,53,143,0.511204481792717
U2980,9,False,False,125,0,13,10,14,Brettbury,33,153,0.5252100840336135
U2981,5,True,False,135,4,12,11,12,Thomasmouth,80,261,0.6764705882352942
U2982,9,False,True,3,18,14,12,19,Jeremybury,32,-8,0.29971988795518206
U2983,6,True,True,94,17,18,18,9,East Rebeccaville,93,136,0.5014005602240896
U2984,4,False,True,72,7,7,18,13,East Ashley,88,142,0.5098039215686274
U2985,5,False,True,113,3,0,5,11,Davismouth,51,265,0.6820728291316527
U2986,3,True,False,121,11,14,13,10,Thompsonton,22,58,0.39215686274509803
U2987,5,True,True,54,2,10,6,1,New Gabrielleberg,89,257,0.6708683473389355
U2988,8,True,True,8,0,7,12,9,North Stacyside,2,39,0.36554621848739494
U2989,6,True,False,4,8,13,2,8,Lake Kelseyview,36,92,0.43977591036414565
U2990,9,True,True,129,19,15,4,4,North Ericside,90,282,0.7058823529411765
U2991,6,True,False,27,1,13,19,10,Port Terrencefurt,17,-48,0.24369747899159663
U2992,3,True,True,111,18,6,2,18,Martinezchester,22,229,0.6316526610644257
U2993,6,False,True,135,13,8,18,11,Beardbury,27,45,0.3739495798319328
U2994,5,True,True,151,18,18,17,18,New Christopherfurt,88,231,0.634453781512605
U2995,8,False,False,193,10,19,19,8,Tanyaburgh,52,75,0.41596638655462187
U2996,7,True,False,123,15,17,11,9,Stephenberg,66,145,0.5140056022408963
U2997,5,False,True,185,8,19,11,0,Jamesbury,5,67,0.40476190476190477
U2998,9,True,False,122,3,5,1,15,New Derricktown,23,276,0.6974789915966386
U2999,5,False,False,29,3,11,9,5,South Stephanieton,30,-3,0.3067226890756303
U3000,1,True,False,39,13,15,7,1,Matthewmouth,2,-65,0.21988795518207283
U3001,4,True,False,13,11,13,3,18,South Monique,91,232,0.6358543417366946
U3002,3,True,True,163,19,0,5,8,New Stacey,77,318,0.7563025210084033
U3003,7,True,True,82,10,11,2,6,West Francisco,92,318,0.7563025210084033
U3004,4,True,True,20,3,12,6,9,Port Laurenborough,14,102,0.453781512605042
U3005,5,True,True,67,4,12,17,10,Port Donnachester,3,19,0.33753501400560226
U3006,7,False,False,7,1,0,15,8,East Karenmouth,59,24,0.3445378151260504
U3007,2,False,False,14,14,1,16,15,Samuelport,86,33,0.35714285714285715
U3008,9,False,False,79,5,0,14,1,Stevenshire,83,103,0.45518207282913165
U3009,4,False,False,54,11,1,16,18,East Sonyatown,75,85,0.42997198879551823
U3010,6,True,True,37,0,16,17,6,Port Sean,23,23,0.3431372549019608
U3011,7,False,True,41,14,4,15,19,Port Teresafort,13,-2,0.3081232492997199
U3012,3,True,True,139,1,14,14,3,East Hectorview,85,257,0.6708683473389355
U3013,7,True,False,114,9,10,0,12,South Laurashire,77,327,0.7689075630252101
U3014,6,True,True,133,9,11,15,0,South Matthew,39,106,0.45938375350140054
U3015,8,True,False,37,7,19,13,0,Tapiaberg,24,-52,0.23809523809523808
U3016,1,False,True,190,19,14,12,10,New Samanthafort,49,147,0.5168067226890757
U3017,1,False,True,38,13,8,4,9,Smithmouth,8,30,0.35294117647058826
U3018,9,False,False,5,7,4,0,9,North Melvin,81,187,0.572829131652661
U3019,2,True,True,56,12,7,13,18,Nicholsstad,43,132,0.4957983193277311
U3020,9,False,False,192,14,9,7,16,Nicolemouth,84,300,0.7310924369747899
U3021,4,True,False,84,0,0,11,1,Port Joelfurt,79,195,0.5840336134453782
U3022,8,True,True,106,18,6,17,4,Joneschester,73,116,0.4733893557422969
U3023,8,True,True,104,3,17,6,18,South Robert,41,283,0.7072829131652661
U3024,8,True,True,184,9,9,15,17,Stephensfurt,24,220,0.6190476190476191
U3025,3,True,True,169,8,17,14,12,Lake Jonathan,85,291,0.7184873949579832
U3026,9,True,True,102,10,8,6,5,Michelleside,19,157,0.530812324929972
U3027,5,False,True,102,6,15,6,10,Davisville,20,132,0.4957983193277311
U3028,7,True,False,18,17,13,5,18,Lake Lisafort,23,57,0.3907563025210084
U3029,7,True,True,50,18,3,0,14,Hollandville,84,306,0.7394957983193278
U3030,7,False,True,76,13,5,4,12,Torreston,25,135,0.5
U3031,6,True,False,5,10,2,17,8,West Sabrinastad,30,-57,0.23109243697478993
U3032,2,False,True,106,6,10,4,0,Jameshaven,95,260,0.6750700280112045
U3033,1,False,False,36,13,18,19,6,New Kevinfort,39,-145,0.10784313725490197
U3034,1,True,True,94,9,9,8,11,South Jesse,74,256,0.6694677871148459
U3035,6,True,False,194,14,4,4,2,Port Jesus,67,282,0.7058823529411765
U3036,7,False,True,54,19,1,14,5,Byrdborough,23,-48,0.24369747899159663
U3037,6,False,True,35,1,13,3,13,North Justinchester,0,101,0.4523809523809524
U3038,2,False,False,160,5,14,16,15,Wareton,54,134,0.49859943977591037
U3039,3,True,True,74,3,12,1,8,Ericland,24,219,0.6176470588235294
U3040,2,False,True,139,3,0,0,0,East Davidville,74,326,0.7675070028011205
U3041,6,False,False,91,18,11,0,9,New Ashley,8,52,0.38375350140056025
U3042,8,False,False,143,5,16,2,15,Coxberg,92,341,0.788515406162465
U3043,8,False,False,80,14,13,1,12,Tracyborough,66,182,0.5658263305322129
U3044,8,True,True,133,4,14,12,1,Hughesfort,36,158,0.5322128851540616
U3045,4,True,True,199,19,7,17,1,Michellefort,79,191,0.5784313725490197
U3046,8,False,True,92,3,9,8,19,West Antoniofort,83,306,0.7394957983193278
U3047,3,False,True,173,18,14,15,10,Richardstown,61,133,0.49719887955182074
U3048,8,False,True,144,19,2,1,2,Richardsonfort,83,277,0.6988795518207283
U3049,5,False,True,27,6,9,6,10,Amberbury,43,115,0.47198879551820727
U3050,4,False,True,62,4,5,16,0,Port Robertville,36,2,0.3137254901960784
U3051,2,False,True,65,4,7,14,18,Cherylberg,77,189,0.5756302521008403
U3052,8,True,True,36,2,13,13,8,Willieborough,37,100,0.45098039215686275
U3053,6,True,False,58,14,13,2,2,Cathyside,95,204,0.5966386554621849
U3054,5,False,False,113,15,6,10,7,East David,31,33,0.35714285714285715
U3055,3,True,True,161,1,4,12,0,Michaelside,22,178,0.5602240896358543
U3056,7,False,True,120,3,16,7,10,Lake Jesusport,21,159,0.5336134453781513
U3057,7,False,True,13,9,0,11,3,Ericland,49,35,0.3599439775910364
U3058,4,True,False,185,13,2,6,18,East Pamelaburgh,1,206,0.5994397759103641
U3059,6,False,True,61,17,0,19,13,North Billy,14,-59,0.22829131652661064
U3060,9,True,True,157,17,2,11,4,East William,32,160,0.5350140056022409
U3061,5,True,False,91,5,14,12,4,West Mark,2,2,0.3137254901960784
U3062,8,False,False,41,14,9,17,12,New Gabrielleland,4,-133,0.12464985994397759
U3063,1,True,False,40,18,17,13,1,South Derekland,49,-59,0.22829131652661064
U3064,3,True,True,121,18,1,6,9,Stephanieport,84,288,0.7142857142857143
U3065,4,True,True,41,16,1,14,6,Dorothyville,43,43,0.3711484593837535
U3066,5,True,True,169,0,0,12,5,South Mario,7,198,0.5882352941176471
U3067,7,False,True,116,9,9,13,18,East Georgeburgh,75,227,0.6288515406162465
U3068,4,False,False,195,8,4,1,4,Lake James,24,213,0.6092436974789915
U3069,2,False,True,26,8,8,6,10,West Kenneth,30,74,0.41456582633053224
U3070,3,False,False,16,12,12,15,13,East Matthew,32,-83,0.19467787114845939
U3071,3,True,False,47,1,8,11,4,East Catherine,15,22,0.34173669467787116
